recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access
108026813,"{'steamid': '76561198106044308', 'num_games_owned': 197, 'num_reviews': 55, 'playtime_forever': 2645, 'playtime_last_two_weeks': 0, 'playtime_at_review': 470, 'last_played': 1643203332}",koreana,스위치로삿는데 로 또산 호구 등장,1642215031,1642215031,True,50,18,0.818270683288574219,0,True,False,False
108031531,"{'steamid': '76561198090748191', 'num_games_owned': 45, 'num_reviews': 19, 'playtime_forever': 1019, 'playtime_last_two_weeks': 139, 'playtime_at_review': 114, 'last_played': 1655037807}",koreana,다시는 스위치로 몬헌을 사지 않겠습니다,1642221331,1642221331,False,110,31,0.808133840560913086,0,True,False,False
107894813,"{'steamid': '76561198098336470', 'num_games_owned': 80, 'num_reviews': 2, 'playtime_forever': 1115, 'playtime_last_two_weeks': 0, 'playtime_at_review': 79, 'last_played': 1642670734}",koreana,요모기 토끼경단 프레임 볼라고 구매했는데 프레임 장난함,1642040728,1642041844,False,83,30,0.806660115718841553,2,True,False,False
108493672,"{'steamid': '76561198412185337', 'num_games_owned': 111, 'num_reviews': 13, 'playtime_forever': 5110, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3247, 'last_played': 1647782932}",koreana,좀만 해봤는데 확실히 재미는 있다 그러나 게임을 하는 내내 왜 이렇게 바꿨지 라는 의문이 머릿속에서 떠나지 않는다 때문에 리뷰는 몬스터헌터 월드 아이스 본 과의 비교를 메인으로 적는게 편할것같다 몬스터헌터 라이즈는 뉴비 친화적이던 이전작에서 뉴비들을 흡수했다면 이번작에서 뉴비들을 정착시키겠다는 마음이 보이는 작품이다 때문에 시리즈 전통으로 이어지던 고질병을 여럿 개선한 모습을 보이는데 대표적으로 전작의 더럽게 넓은 거점과 쓸대없는 컷씬 때문에 시간잡아먹,1642805767,1642883312,True,74,14,0.801297664642333984,5,True,False,False
107879559,"{'steamid': '76561198012830693', 'num_games_owned': 3295, 'num_reviews': 99, 'playtime_forever': 4396, 'playtime_last_two_weeks': 0, 'playtime_at_review': 227, 'last_played': 1643189275}",koreana,월드와 자주 비교받긴 하지만 충분히 즐길 가치가 있는 작품 전작 월드의 높은 완성도의 영향으로 지나치게 평가절하 당하는 느낌이 없잖아 있는 몬스터헌터 라이즈 개인적으로 게임 자체가 가진 볼륨이 이전 작품과 비교하면 부족하다는 것이 아쉬우며 기존에 진행된 업데이트도 아쉬운 부분이 있긴 하였지만 이외의 부분은 어느정도 잘 뽑힌 편이다 개인적으로 밧줄벌레와 더불어 리드미컬한 게임 스타일이 좋았기에 재밌게 즐겼던 편 게임이 전체적으로 속도감이 있고 특정 노가다,1642021052,1642023743,True,52,1,0.796481430530548096,3,True,False,False
109296797,"{'steamid': '76561198352779102', 'num_games_owned': 110, 'num_reviews': 9, 'playtime_forever': 3999, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3851, 'last_played': 1651377487}",koreana,아본 시간 한 유저임 라이즈가 재미가 있냐 없냐 따지면 재미가 있는건 맞음 일단 정말 좋아진 점은 몬스터 난입에 대한 스트레스가 사라짐 용조종 덕분에 난입이 이득이 될 경우가 많고 용조종 쿨이더라도 서로 안싸우고 타겟이 아닌 몬스터가 다른 맵으로 이동하면서 최소한 손해는 안보게 만듦 그리고 처음에 몬스터 위치를 그냥 보여줘서 아주 편함 월드 때는 몬스터 탐색 레벨 만렙에 지속적으로 계속 잡아야 위치가 바로 나왔는데 라이즈는 한 번도 안잡아도 위치 자체는,1643777454,1643778438,True,28,1,0.767889261245727539,0,False,False,False
112234627,"{'steamid': '76561198116863124', 'num_games_owned': 62, 'num_reviews': 9, 'playtime_forever': 9245, 'playtime_last_two_weeks': 232, 'playtime_at_review': 8993, 'last_played': 1655291702}",koreana,장점 새로운 몬헌임 단점 새로운 걸 별로 추가 안 했음,1647348945,1647348945,True,30,6,0.765357613563537598,0,True,False,False
109623701,"{'steamid': '76561198093782500', 'num_games_owned': 97, 'num_reviews': 7, 'playtime_forever': 6413, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6206, 'last_played': 1652090675}",koreana,이딴볼륨이 만원,1644132849,1644132849,True,39,2,0.764953732490539551,0,False,False,False
107918117,"{'steamid': '76561198088573703', 'num_games_owned': 82, 'num_reviews': 4, 'playtime_forever': 4847, 'playtime_last_two_weeks': 81, 'playtime_at_review': 354, 'last_played': 1655264583}",koreana,발파루크,1642078344,1642078344,True,26,5,0.759460091590881348,0,True,False,False
108935274,"{'steamid': '76561198114249328', 'num_games_owned': 43, 'num_reviews': 3, 'playtime_forever': 6593, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3707, 'last_played': 1647783414}",koreana,월드 대비 평가 장점 교체기술의 존재로 하나의 무기도 다양한 빌드 가능 다양한 골격 그로인한 더 많은 몬스터 수 상처 시스템 삭제와 밧줄벌레로 인한 쾌적함 단점 더 나락간 무기간 밸런스 밸런스 뿐만 아니라 몇몇 무기들의 정체성이 사라지는 변경점들 해머 임팩트 크레이터 의존도 피리 배율 너프로 인한 삼음공격의 무쓸모화 가드류 스킬 너프로 인한 가드무기들의 부진 등 컨텐츠 부족 일본풍 몬스터이름들 더럽게 안외워짐,1643365596,1643373661,True,30,1,0.75914376974105835,0,True,False,False
107869842,"{'steamid': '76561198976818452', 'num_games_owned': 164, 'num_reviews': 17, 'playtime_forever': 11850, 'playtime_last_two_weeks': 105, 'playtime_at_review': 40, 'last_played': 1654708274}",koreana,빻빻이가 없는대신 발파루크가 있는것이 이 게임의 제일 큰 장점이다,1642010356,1642010356,True,44,2,0.758419811725616455,0,True,False,False
108188503,"{'steamid': '76561198868859299', 'num_games_owned': 91, 'num_reviews': 3, 'playtime_forever': 6563, 'playtime_last_two_weeks': 615, 'playtime_at_review': 772, 'last_played': 1655045592}",koreana,스위치에 있던 라이즈를 로 만난다 향상된 프레임 더 빠른 로딩 더 빠른 접속 더 빠른 멀티 단점은 로 플랫폼이 바뀌었음에도 불구하고 집회소 최대인원이 인인 점이 아쉽네요,1642400869,1642400869,True,31,4,0.757239878177642822,0,False,False,False
108043919,"{'steamid': '76561198101805099', 'num_games_owned': 530, 'num_reviews': 174, 'playtime_forever': 176, 'playtime_last_two_weeks': 6, 'playtime_at_review': 149, 'last_played': 1655303734}",koreana,몬스터들 야한 엉덩이때문에 게임에 집중 할 수가 없음,1642238725,1642330258,True,47,44,0.757015466690063477,17,False,False,False
114751157,"{'steamid': '76561199044330816', 'num_games_owned': 32, 'num_reviews': 4, 'playtime_forever': 3437, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2826, 'last_played': 1652875070}",koreana,입문자인데 몬헌 월드가 더 재밌다고해서 월드랑 라이즈 둘다 같이해봤는데 액션을 좋아하는 입장에서 라이즈가 훨씬 재밌음 월드 너무 맵이 커서 왔다갔다 돌아다니고 하는데 시간다씀 그게 월드유저들한테 장점이겠지만 나같이 그냥 치고박는거 좋아하는 유저한테는 라이즈가 훨신재밌는듯 벌레스킬 덕분에 전투가 더 스타일리쉬하고 쉬워져서 벌레스킬 없이 월드 하면 속터져 뒤질듯 몬헌세계 자체를 빠져서 한다면 월드가 좋을 수 있겠지만 나같이 액션자체를 간간히 즐기고싶은 유저,1651367215,1651367215,True,54,1,0.755302488803863525,0,True,False,False
110970871,"{'steamid': '76561198040876924', 'num_games_owned': 49, 'num_reviews': 24, 'playtime_forever': 483, 'playtime_last_two_weeks': 0, 'playtime_at_review': 483, 'last_played': 1644846436}",koreana,라이즈를 하면 할수록 월드가 마렵습니다,1645793619,1645793619,True,39,3,0.747834920883178711,0,False,False,False
107983060,"{'steamid': '76561197989341104', 'num_games_owned': 436, 'num_reviews': 97, 'playtime_forever': 8179, 'playtime_last_two_weeks': 0, 'playtime_at_review': 879, 'last_played': 1643735413}",koreana,기본적인 재미는 있음 이 게임에서 가장큰 문제점 스위치때도 내가 컨펌넣었는데 무시함 개새끼들아 맵띄워서 로 움직이는데 아래 위 오른쪽 왼쪽으로 움직임 심지어 옵션도 없음 반대로바꿔주는 키설정에도 그딴거 없음 개발자 니네는 앞으로 어떤게임을 하든지 앞뒤왼쪽오른쪽 로해라 개새끼들아 몬헌스러움이있는만큼 프론티어 스러움도 있는것이다 프론티어에있는 몬스터 하위 상위 변종 강종 천이종 싹다 넣었으면 컨텐츠 시간은 기본임 볼가노스만해도 금어룡 은어룡 쌍으로나오는데 ,1642167727,1645457631,True,49,14,0.742650210857391357,0,True,False,False
109602357,"{'steamid': '76561198840888675', 'num_games_owned': 12, 'num_reviews': 1, 'playtime_forever': 3665, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3665, 'last_played': 1644099280}",koreana,시간플레이 이후 평가 전작이 월드다보니 월드와 비교하는 부분이 많음 난이도 일단 월드의 수비대개념의 장비를 배포해주고 무기는없음 초반 마을퀘는 정말 유입분들이와서 부담없이 즐길수있는정도 다만 집회소퀘로 넘어가면서 우리가 아는 몬헌의 악랄함이 조금씩 보이기시작함 컨텐츠 현재 버전까지 헌랭 을 찍으면 마지막 몹인 발파루크 퀘가 열림 사실상 헌랭 을찍는시간은 평균 시간내외임 호석노가다가 사실상 최종컨텐츠인데 이벤트퀘의 보수없음이 사람의 성취감자체를 느끼지못하,1644106166,1644106166,True,27,1,0.73721998929977417,2,True,False,False
108059407,"{'steamid': '76561198101803605', 'num_games_owned': 403, 'num_reviews': 83, 'playtime_forever': 7511, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2509, 'last_played': 1643641150}",koreana,월드에서 기본 뼈대만 톡 빼 들고와서 전투나 스피드 요소만 뭉탱이로 붙여놓았다,1642256240,1642256240,True,37,4,0.733149230480194092,0,True,False,False
107896691,"{'steamid': '76561198125539234', 'num_games_owned': 87, 'num_reviews': 17, 'playtime_forever': 8816, 'playtime_last_two_weeks': 0, 'playtime_at_review': 219, 'last_played': 1649600024}",koreana,이세계에서 다시 시작되는 몬창인생,1642043328,1642043328,True,50,16,0.724750638008117676,0,True,False,False
113253553,"{'steamid': '76561198367894395', 'num_games_owned': 855, 'num_reviews': 448, 'playtime_forever': 4330, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4330, 'last_played': 1648950953}",koreana,스토리즈 로 처음 몬헌 시리즈를 손 대보고 월드 아이스본 끝물의 끝물에 차지액스로 입문했다가 수렵 손맛과 파밍의 재미에 넋 놓고 빠져들어서 라이즈도 판 나오자마자 시작했습니다 집회소 꼼꼼하게 상위 밀던 중 슬슬 손이 안 가기 시작하더니 별 밀다가 숙제하는 느낌만 들어서 하차하며 적습니다 제 취향상 월드보다 아쉬울 뿐 잘 만든 게임이긴 해서 평가는 추천으로 남깁니다 라이즈에서는 월드에서 맛 본 차지액스의 묵직한 타격감이 없길래 해보고 싶던 한손검을 잡았습,1648953267,1648995087,True,19,1,0.712606847286224365,3,False,False,False
108020564,"{'steamid': '76561198235774298', 'num_games_owned': 26, 'num_reviews': 7, 'playtime_forever': 5048, 'playtime_last_two_weeks': 2, 'playtime_at_review': 502, 'last_played': 1655291099}",koreana,할만하지만 만원가까이 주고하기에는 조금 비싼감이 있음,1642206809,1642206809,True,24,0,0.711630284786224365,0,True,False,False
108115706,"{'steamid': '76561199228302965', 'num_games_owned': 23, 'num_reviews': 1, 'playtime_forever': 3474, 'playtime_last_two_weeks': 0, 'playtime_at_review': 903, 'last_played': 1644729610}",koreana,전작이 얼마나 개쩌는 씹갓겜인지 알려주는 게임 재밌는있다 하지만 하면서 계속 전작이 생각나는 신기한 게임,1642314502,1642314502,False,87,0,0.710797250270843506,1,True,False,False
112287923,"{'steamid': '76561198235921746', 'num_games_owned': 608, 'num_reviews': 137, 'playtime_forever': 595, 'playtime_last_two_weeks': 0, 'playtime_at_review': 595, 'last_played': 1646727171}",koreana,진짜 라이즈도 충분히 재미있는 게임이긴 한데 월드 아이스본 이 너무 재미있었다,1647435618,1647435618,True,19,2,0.71025395393371582,0,True,False,False
108995166,"{'steamid': '76561198078041659', 'num_games_owned': 77, 'num_reviews': 4, 'playtime_forever': 7354, 'playtime_last_two_weeks': 1, 'playtime_at_review': 413, 'last_played': 1655219644}",koreana,망겜,1643431848,1643431848,True,20,9,0.709584474563598633,0,True,False,False
108099354,"{'steamid': '76561198199677983', 'num_games_owned': 48, 'num_reviews': 13, 'playtime_forever': 5583, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1897, 'last_played': 1646486034}",koreana,그래서 스위치에서 그래픽 더 좋아진게 이거라구요,1642292624,1642292624,True,27,6,0.705085635185241699,0,True,False,False
110396055,"{'steamid': '76561198109004088', 'num_games_owned': 49, 'num_reviews': 26, 'playtime_forever': 4150, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2979, 'last_played': 1646400246}",koreana,월드 수준의 게임을 바라는거면 비추함 재미가 없는건 아닌데 월드의 발끝에도 못미침 예아,1645065353,1645065353,True,42,0,0.702743887901306152,0,True,False,False
108741670,"{'steamid': '76561198930347696', 'num_games_owned': 34, 'num_reviews': 3, 'playtime_forever': 41092, 'playtime_last_two_weeks': 0, 'playtime_at_review': 14949, 'last_played': 1651386292}",koreana,전작보다 한참 모자란 신작,1643096918,1643096918,False,46,2,0.702741026878356934,0,True,False,False
107903974,"{'steamid': '76561199038280981', 'num_games_owned': 12, 'num_reviews': 6, 'playtime_forever': 7645, 'playtime_last_two_weeks': 6, 'playtime_at_review': 250, 'last_played': 1655272445}",koreana,승균아 같이 하자,1642054973,1642054973,True,37,8,0.696675777435302734,0,True,False,False
107914297,"{'steamid': '76561198005234138', 'num_games_owned': 84, 'num_reviews': 2, 'playtime_forever': 551, 'playtime_last_two_weeks': 0, 'playtime_at_review': 218, 'last_played': 1647332122}",koreana,재미 유무를 떠나 다음부터는 스위치같은 개후진 플랫폼 베이스로 개발하지말자 아무리 해상도를 올렸어도 기본 텍스쳐 자체가 후진건 어쩔수없네,1642072648,1642072648,True,60,3,0.691388368606567383,0,False,False,False
110889380,"{'steamid': '76561198873122352', 'num_games_owned': 38, 'num_reviews': 3, 'playtime_forever': 16913, 'playtime_last_two_weeks': 4496, 'playtime_at_review': 11723, 'last_played': 1655387848}",koreana,스위치 버전 사서 시간 조지고 스팀도 산 흑우가 여기있네,1645719671,1645719671,True,16,5,0.683008670806884766,0,True,False,False
110113079,"{'steamid': '76561198119995387', 'num_games_owned': 55, 'num_reviews': 5, 'playtime_forever': 7007, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6259, 'last_played': 1653148792}",koreana,야스노리 너는 두번다시 몬헌에 손대지마라,1644722756,1644722756,False,15,1,0.671462297439575195,0,True,False,False
111426874,"{'steamid': '76561198970645452', 'num_games_owned': 49, 'num_reviews': 5, 'playtime_forever': 15744, 'playtime_last_two_weeks': 463, 'playtime_at_review': 7895, 'last_played': 1655387340}",koreana,월드 아이스본이 훨씬 재미써,1646285301,1646285301,False,20,2,0.664903938770294189,0,True,False,False
115091177,"{'steamid': '76561198114996151', 'num_games_owned': 280, 'num_reviews': 68, 'playtime_forever': 475, 'playtime_last_two_weeks': 0, 'playtime_at_review': 374, 'last_played': 1652763918}",koreana,재밌는데 진짜 그래픽때문인지는 몰라도 하면 할수록 월드 생각남,1651927751,1651927751,True,12,1,0.66296696662902832,0,True,False,False
110310334,"{'steamid': '76561199117381799', 'num_games_owned': 21, 'num_reviews': 2, 'playtime_forever': 14295, 'playtime_last_two_weeks': 0, 'playtime_at_review': 13845, 'last_played': 1650647332}",koreana,선브레이크 내놔,1644949663,1644949663,True,13,1,0.65862739086151123,0,False,False,False
108539644,"{'steamid': '76561198027074236', 'num_games_owned': 258, 'num_reviews': 41, 'playtime_forever': 10567, 'playtime_last_two_weeks': 0, 'playtime_at_review': 5487, 'last_played': 1644842575}",koreana,야스노리 쿠루루야크 알대가리새끼만 아니었으면 이꼴은 안났을텐데 후우 일단 존나이상하리만치 이해안되는 매칭시스템은 진짜 뭔생각으로 퇴화시켰는지 모르겠네 월드라는 모범답안지 지들이 출제해놓고 오답을 굳이곧대로 아집으로다가 넣은너낌 매우 불쾌하구연 그래픽 곱창난거야 기반기기가 좆병신 스위치에서 이정도뽑은거면뭐 엠씨몽 이빨뽑은것도 아니니 참을만해요 그런데 각 무기군 밸런스 곱창난건 뭐 쿠루루야크 알대가리새끼가 전적으로 잘못했다고 생각합니다 요 근래에 내가 플레,1642861989,1642861989,True,21,4,0.652388036251068115,6,True,False,False
108957953,"{'steamid': '76561198079901937', 'num_games_owned': 57, 'num_reviews': 15, 'playtime_forever': 7210, 'playtime_last_two_weeks': 1, 'playtime_at_review': 6445, 'last_played': 1655293682}",koreana,발파 잡을 때까지는 개꿀잼이고 발파 잡고서도 무기 몇 개 가볍게 굴릴 때까지는 뽕맛이 빠지지 않는다 그게 한 시간에서 시간 정도 된다 그러고 나서 호가다를 마주하는 순간 짜게 식고 에딧이라도 하면 동력원이 없어져서 접을지도 모르지만 그럼에도 추천한다 몇 가지 이유를 들자면 일단 수렵이 재밌다 아이스본의 클러치는 생각보다 좋은 요소였으나 상처라는 시스템과 맞물려 들어가면서 게임에 강제하는 플레이가 생기고 그럼으로 인해 수렵의 흐름을 끊어먹는 일이 잦았으며,1643388922,1643388922,True,9,2,0.647058844566345215,0,True,False,False
112738401,"{'steamid': '76561199170973065', 'num_games_owned': 6, 'num_reviews': 5, 'playtime_forever': 412, 'playtime_last_two_weeks': 0, 'playtime_at_review': 191, 'last_played': 1650687296}",koreana,메이플 보다는 낫더라,1648111945,1648111945,True,13,2,0.639810740947723389,0,False,False,False
107889582,"{'steamid': '76561198004638120', 'num_games_owned': 145, 'num_reviews': 16, 'playtime_forever': 1360, 'playtime_last_two_weeks': 0, 'playtime_at_review': 8, 'last_played': 1643719941}",koreana,같은게 캡콤 몇몇 엔진 게임 실행하면 검은화면만 주구장창 띄우고 실행이 안됨 데메크 도 동일증상 웃긴게 해결방법은 스팀 오프라인 모드로 하면 정상 실행된다 데메크야 혼자하는 게임이지만 몬헌은 협동온라인 게임인데 온라인으로 하면 검은화면 띄우면서 실행이 안되는건 무슨 경우냐 호환성 더럽게 구리다 같은 증상 꽤나 있는데 명확히 제시된 해결방법은 없고 환불은 안되고 이정도쯤되면 공시를 내야하는거 아니냐 추가 해결방법 찾음 진짜 어처구니 없습니다 해결 방법은 ,1642033353,1642188936,False,42,2,0.635994076728820801,3,True,False,False
114616760,"{'steamid': '76561199089673554', 'num_games_owned': 5, 'num_reviews': 1, 'playtime_forever': 3249, 'playtime_last_two_weeks': 64, 'playtime_at_review': 49, 'last_played': 1655090920}",koreana,지금 할인하는 중인데 꼭 사셈 정가 주고 사는거면 모르겠는데 할인이면 충분히 살 가치있음,1651156496,1651156496,True,13,0,0.635637104511260986,0,True,False,False
113217789,"{'steamid': '76561198232051812', 'num_games_owned': 100, 'num_reviews': 10, 'playtime_forever': 7424, 'playtime_last_two_weeks': 0, 'playtime_at_review': 761, 'last_played': 1652615552}",koreana,라이즈 할인받아서 하는거보다 아이스본 정가주고 하는게 더 재밌고 알차다 라이즈는 절대 만원대 가격을 넘어서는 안되는 수준임,1648905166,1648905166,False,25,0,0.633927226066589355,0,False,False,False
108799585,"{'steamid': '76561198190619130', 'num_games_owned': 35, 'num_reviews': 8, 'playtime_forever': 4130, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4100, 'last_played': 1644057639}",koreana,솔직히 인혼조 왜 넣은지 모르겠음 걍 체력주 같은거 줘서 체력 상한 늘리는거 그대로 가지 굳이 인혼조 넣어서 체력 늘리고 싶으면 맵 뛰댕겨야함 심지어 퀘스트 클리어하고 나면 체력이 또 돌아와서 인혼조를 또 찾아서 먹어야함 공격력이나 스테미나 방어력 주는건 좋기는 한데 스테미나랑 체력말고는 체감이 안됨 거기에 꽃팔찌 풀강을 해도 체력이 엄청 허전함 체력 팔찌차도 뭔 회색게이지가 체력에 배정도는 더있음 아무래도 인혼조로 늘리라는거 같은데 매판 그렇기엔 시간,1643177191,1643177191,False,14,0,0.633614063262939453,2,True,False,False
108195419,"{'steamid': '76561198101636276', 'num_games_owned': 123, 'num_reviews': 11, 'playtime_forever': 4037, 'playtime_last_two_weeks': 0, 'playtime_at_review': 682, 'last_played': 1645375426}",koreana,멀티 접근성은 월드보다 낮아졌다 월드는 몬헌 입문서였다고 느껴진다 그래도 밧줄벌레 시스템이나 가루크는 라이즈만의 매력을 느끼게해준다 그러니 좀 이식하라고,1642413295,1642413295,True,9,0,0.629714846611022949,0,False,False,False
108072622,"{'steamid': '76561198110596952', 'num_games_owned': 54, 'num_reviews': 2, 'playtime_forever': 2249, 'playtime_last_two_weeks': 0, 'playtime_at_review': 855, 'last_played': 1647739080}",koreana,확장팩인 썬브레이크 나오기 전까지는 월드보다 즐길 컨텐츠가 없지만 재미있게 하구있어요 아참 다시 생각해봐도 오로미도로 디자인한 새끼랑 야스노리 디렉터새낀 캡콤 회사에서 책상빼라,1642268500,1642268500,True,13,2,0.629154801368713379,0,True,False,False
107874770,"{'steamid': '76561198059953344', 'num_games_owned': 421, 'num_reviews': 9, 'playtime_forever': 1464, 'playtime_last_two_weeks': 116, 'playtime_at_review': 69, 'last_played': 1655129511}",koreana,이건 자극히 몬헌을 좋아하는 사람의 입장으로써 적은거임 개인적인 의견이니 무시해도 됨 어지간해서는 참겠는데 이건 좀 선넘었다 아무리 스위치겜을 피시로 이식했다 하지만 키보드 원거리무기 조작키 어머니 만수무강 부를뻔함 활 병 장전하는데 그거랑 밧줄벌레키가 같다 난 분명 밧줄벌레 기술 누르고있는데 지혼자 병 꼇다뺏다 이러고있음 마우스 옆구리버튼 없는사람들은 어떻게 하라는거냐 심지어 아이템이랑 카메라 행동 등 애매하게 붙여놔서 아본 생각하고 휠굴리면 나혼자 ,1642015651,1642015651,False,32,0,0.628101885318756104,0,False,False,False
110692942,"{'steamid': '76561198007425221', 'num_games_owned': 91, 'num_reviews': 8, 'playtime_forever': 9571, 'playtime_last_two_weeks': 112, 'playtime_at_review': 5282, 'last_played': 1654872593}",koreana,재밌지만 전작에 한참 못미치는 게임 볼륨과 퇴화한 온라인 매칭이 아쉽다 선브에서는 개선되기를,1645447250,1645447250,True,13,1,0.627640664577484131,0,True,False,False
107883180,"{'steamid': '76561198076791861', 'num_games_owned': 209, 'num_reviews': 3, 'playtime_forever': 17494, 'playtime_last_two_weeks': 646, 'playtime_at_review': 281, 'last_played': 1655078030}",koreana,우리 한번 더해요,1642025144,1642025144,True,13,1,0.62706756591796875,0,False,False,False
109987553,"{'steamid': '76561198111425223', 'num_games_owned': 74, 'num_reviews': 13, 'playtime_forever': 2585, 'playtime_last_two_weeks': 215, 'playtime_at_review': 1023, 'last_played': 1654504543}",koreana,아본보다 재미 없음,1644592310,1644592310,False,13,1,0.622251510620117188,0,True,False,False
114976131,"{'steamid': '76561198156006659', 'num_games_owned': 282, 'num_reviews': 56, 'playtime_forever': 10609, 'playtime_last_two_weeks': 9, 'playtime_at_review': 8014, 'last_played': 1654260950}",koreana,태도갓겜,1651738414,1651738414,True,19,1,0.614996373653411865,0,True,False,False
